Table A-6,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
44.0501,"Public Policy Analysis, General",Social sciences,Public policy analysis,Public policy analysis
44.0504,International Policy Analysis,Social sciences,Public policy analysis,Public policy analysis
44.0599,"Public Policy Analysis, Other",Social sciences,Public policy analysis,Public policy analysis
44.0599b,Public Policy and Administration,Social sciences,Public policy analysis,Public policy analysis
45.0501,Demography and Population Studies,Social sciences,"Sociology, demography, and population studies",Demography/ population studies
45.0502,Applied Demography,Social sciences,"Sociology, demography, and population studies",Demography/ population studies
45.0599,"Demography, Other",Social sciences,"Sociology, demography, and population studies",Demography/ population studies
45.1101,"Sociology, General",Social sciences,"Sociology, demography, and population studies",Sociology
45.1102,Applied/ Public Sociology,Social sciences,"Sociology, demography, and population studies",Sociology
45.1103,Rural Sociology,Social sciences,"Sociology, demography, and population studies",Sociology
45.1199,"Sociology, Other",Social sciences,"Sociology, demography, and population studies",Sociology
05.0207,Women's Studies,Social sciences,"Social sciences, other",Gender and women's studies
05.0208,Gay/ Lesbian Studies,Social sciences,"Social sciences, other",Gender and women's studies
05.0101,African Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0103,Asian Studies/ Civilization,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0104,East Asian Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0105,"Russian, Central European, East European and Eurasian Studies",Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0106,European Studies/ Civilization,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0107,Latin American Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0109,Pacific Area/ Pacific Rim Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0110,Russian Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0111,Scandinavian Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0112,South Asian Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0113,Southeast Asian Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0114,Western European Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0115,Canadian Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0116,Balkans Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0117,Baltic Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0118,Slavic Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0119,Caribbean Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0120,Ural-Altaic and Central Asian Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0121,Commonwealth Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0122,"Regional Studies (US, Canadian, Foreign)",Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0123,Chinese Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0124,French Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0125,German Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0126,Italian Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0127,Japanese Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0128,Korean Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0129,Polish Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0130,Spanish and Iberian Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0131,Tibetan Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0132,Ukraine Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0133,Irish Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0134,Latin American and Caribbean Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0135,Appalachian Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0136,Arctic Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0199,"Area Studies, Other",Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0200,Ethnic Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0202,American Indian/ Native American Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0203,"Hispanic-American, Puerto Rican, Latinx, and Mexican-American/ Chicano Studies",Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0206,Asian-American Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0209,Folklore Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0210,Disability Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0211,Deaf Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0212,Comparative Group Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.0299,"Ethnic, Cultural Minority, Gender, and Group Studies, Other",Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
05.9999,"Area, Ethnic, Cultural, Gender, and Group Studies, Other",Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
30.2301,Intercultural/ Multicultural and Diversity Studies,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
30.2601,Cultural Studies/ Critical Theory and Analysis,Social sciences,"Social sciences, other",Area/ ethnic/ cultural studies
45.0301,Archaeology/ Archeology (SOCIAL SCIENCES),Social sciences,"Social sciences, other",Archaeology (social sciences)
03.0208,Environmental/ Natural Resources Law Enforcement and Protective Services,Social sciences,"Social sciences, other",Criminal justice and corrections
29.0201,"Intelligence, General (MILITARY)",Social sciences,"Social sciences, other",Criminal justice and corrections
29.0202,Strategic Intelligence (MILITARY),Social sciences,"Social sciences, other",Criminal justice and corrections
29.0203,Signal/ Geospatial Intelligence (MILITARY),Social sciences,"Social sciences, other",Criminal justice and corrections
29.0205,Information Operations/ Joint Information Operations (MILITARY),Social sciences,"Social sciences, other",Criminal justice and corrections
29.0404,Explosive Ordinance/ Bomb Disposal (MILITARY),Social sciences,"Social sciences, other",Criminal justice and corrections
43.0100,"Criminal Justice and Corrections, General",Social sciences,"Social sciences, other",Criminal justice and corrections
43.0102,Corrections,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0103,Criminal Justice/ Law Enforcement Administration,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0104,Criminal Justice/ Safety Studies,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0107,Criminal Justice/ Police Science,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0109,Security and Loss Prevention Services,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0110,Juvenile Corrections,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0112,Securities Services Administration/ Management,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0113,Corrections Administration,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0114,Law Enforcement Investigation and Interviewing,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0115,Law Enforcement Record-Keeping and Evidence Management,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0119,Critical Incident Response/ Special Police Operations,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0120,Protective Services Operations,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0121,Suspension and Debarment Investigation,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0122,Maritime Law Enforcement,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0123,Cultural/ Archaeological Resources Protection,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0199,"Corrections and Criminal Justice, Other",Social sciences,"Social sciences, other",Criminal justice and corrections
43.0201,Fire Prevention and Safety Technology,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0203,Fire Science/ Fire-fighting,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0204,Fire Systems Technology,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0205,Fire/ Arson Investigation and Prevention,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0206,Wildland/ Forest Firefighting and Investigation,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0299,"Fire Protection, Other",Social sciences,"Social sciences, other",Criminal justice and corrections
43.0301,Homeland Security,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0302,Crisis/ Emergency/ Disaster Management,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0303,Critical Infrastructure Protection,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0304,Terrorism and Counterterrorism Operations,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0399,"Homeland Security, Other",Social sciences,"Social sciences, other",Criminal justice and corrections
43.0401,"Security Science and Technology, General",Social sciences,"Social sciences, other",Criminal justice and corrections
43.0403,Cyber/ Computer Forensics and Counterterrorism,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0404,Cybersecurity Defense Strategy/ Policy,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0405,Financial Forensics and Fraud Investigation,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0406,Forensic Science and Technology,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0407,Geospatial Intelligence,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0408,Law Enforcement Intelligence Analysis,Social sciences,"Social sciences, other",Criminal justice and corrections
43.0499,"Security Science and Technology, Other",Social sciences,"Social sciences, other",Criminal justice and corrections
43.9999,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other",Social sciences,"Social sciences, other",Criminal justice and corrections
43.0402,Criminalistics and Criminal Science,Social sciences,"Social sciences, other",Criminology
45.0401,Criminology,Social sciences,"Social sciences, other",Criminology
30.4401,Geography and Environmental Studies,Social sciences,"Social sciences, other",Geography
45.0701,Geography,Social sciences,"Social sciences, other",Geography
45.0702,Geographic Information Science and Cartography,Social sciences,"Social sciences, other",Geography
45.0799,"Geography, Other",Social sciences,"Social sciences, other",Geography
45.1501,Geography and Anthropology,Social sciences,"Social sciences, other",Geography
30.2001,International/ Globalization Studies,Social sciences,"Social sciences, other",International relations/ affairs
45.0901,International Relations and Affairs,Social sciences,"Social sciences, other",International relations/ affairs
45.0902,National Security Policy Studies,Social sciences,"Social sciences, other",International relations/ affairs
45.0999,"International Relations and National Security Studies, Other",Social sciences,"Social sciences, other",International relations/ affairs
16.0105,Applied Linguistics,Social sciences,"Social sciences, other",Applied linguistics
16.0102,Linguistics,Social sciences,"Social sciences, other",Linguistics
16.0199,"Linguistic, Comparative, and Related Language Studies and Services, Other",Social sciences,"Social sciences, other",Linguistics
16.0199b,Translation Studies,Social sciences,"Social sciences, other",Linguistics
30.4701,Linguistics and Anthropology,Social sciences,"Social sciences, other",Linguistics
30.4801,Linguistics and Computer Science,Social sciences,"Social sciences, other",Linguistics
30.1101,Gerontology (MULTIDISCIPLINARY STUDIES),Social sciences,"Social sciences, other",Gerontology (social sciences)
30.1101c,Gerontology (SOCIAL SCIENCES),Social sciences,"Social sciences, other",Gerontology (social sciences)
27.0599b,Statistics (SOCIAL SCIENCES),Social sciences,"Social sciences, other",Statistics (social sciences)
45.0102,Research Methodology and Quantitative Methods,Social sciences,"Social sciences, other",Statistics (social sciences)
45.0103,Survey Research/ Methodology,Social sciences,"Social sciences, other",Statistics (social sciences)
45.1201,Urban Studies/ Affairs,Social sciences,"Social sciences, other",Urban studies/ affairs
03.0206,Land Use Planning and Management/ Development,Social sciences,"Social sciences, other","Urban, city, community and regional planning"
04.0301,"City/ Urban, Community, and Regional Planning",Social sciences,"Social sciences, other","Urban, city, community and regional planning"
04.1001,Real Estate Development,Social sciences,"Social sciences, other","Urban, city, community and regional planning"
45.0101,"Social Sciences, General",Social sciences,"Social sciences, other","Social sciences, general"
30.0501,Peace Studies and Conflict Resolution,Social sciences,"Social sciences, other","Social sciences, other"
30.0501b,Conflict Analysis and Resolution,Social sciences,"Social sciences, other","Social sciences, other"
45.0199,"Social Sciences, Other",Social sciences,"Social sciences, other","Social sciences, other"
45.9999,"Social Sciences, Other",Social sciences,"Social sciences, other","Social sciences, other"
30.1501,"Science, Technology and Society",Social sciences,"Social sciences, other","History, science and technology and society"
51.3205,History of Medicine,Social sciences,"Social sciences, other","History, science and technology and society"
54.0104,History and Philosophy of Science and Technology,Social sciences,"Social sciences, other","History, science and technology and society"
05.0102,American/ United States Studies/ Civilization,Social sciences,"Social sciences, other",American/ U.S. studies
30.1601,Accounting and Computer Science,Business,Business,Accounting
52.0301,Accounting,Business,Business,Accounting
52.0302,Accounting Technology and Bookkeeping,Business,Business,Accounting
52.0303,Auditing,Business,Business,Accounting
52.0304,Accounting and Finance,Business,Business,Accounting
52.0305,Accounting and Business/ Management,Business,Business,Accounting
52.0399,"Accounting and Related Services, Other",Business,Business,Accounting
30.7104,Financial Analytics,Business,Business,Finance
52.0801,"Finance, General",Business,Business,Finance
52.0803,Banking and Financial Support Services,Business,Business,Finance
52.0804,Financial Planning and Services,Business,Business,Finance
52.0806,International Finance,Business,Business,Finance
52.0807,Investments and Securities,Business,Business,Finance
52.0808,Public Finance,Business,Business,Finance
52.0809,Credit Management,Business,Business,Finance
52.0810,Financial Risk Management,Business,Business,Finance
52.0899,"Finance and Financial Management Services, Other",Business,Business,Finance
01.0102,Agribusiness/ Agricultural Business Operations,Business,Business,Business administration and management
01.0106,Agricultural Business Technology,Business,Business,Business administration and management
52.0101,"Business/ Commerce, General",Business,Business,Business administration and management
52.0201,"Business Administration and Management, General",Business,Business,Business administration and management
52.0202,"Purchasing, Procurement/ Acquisitions and Contracts Management",Business,Business,Business administration and management
52.0203,"Logistics, Materials, and Supply Chain Management",Business,Business,Business administration and management
52.0204,Office Management and Supervision,Business,Business,Business administration and management
52.0205,Operations Management and Supervision,Business,Business,Business administration and management
52.0206,Non-Profit/ Public/ Organizational Management,Business,Business,Business administration and management
52.0207,Customer Service Management,Business,Business,Business administration and management
52.0208,E-Commerce/ Electronic Commerce,Business,Business,Business administration and management
52.0209,Transportation/ Mobility Management,Business,Business,Business administration and management
52.0210,Research and Development Management,Business,Business,Business administration and management
52.0212,Retail Management,Business,Business,Business administration and management
52.0299,"Business Administration, Management and Operations, Other",Business,Business,Business administration and management
52.0401,"Administrative Assistant and Secretarial Science, General",Business,Business,Business administration and management
52.0402,Executive Assistant/ Executive Secretary,Business,Business,Business administration and management
52.0406,Receptionist,Business,Business,Business administration and management
52.0407,Business/ Office Automation/ Technology/ Data Entry,Business,Business,Business administration and management
52.0408,General Office Occupations and Clerical Services,Business,Business,Business administration and management
52.0409,"Parts, Warehousing, and Inventory Management Operations",Business,Business,Business administration and management
52.0410,"Traffic, Customs, and Transportation Clerk/ Technician",Business,Business,Business administration and management
52.0411,Customer Service Support/ Call Center/ Teleservice Operation,Business,Business,Business administration and management
52.0499,"Business Operations Support and Secretarial Services, Other",Business,Business,Business administration and management
52.0703,Small Business Administration/ Management,Business,Business,Business administration and management
52.1801,"Sales, Distribution, and Marketing Operations, General",Business,Business,Business administration and management
52.1802,Merchandising and Buying Operations,Business,Business,Business administration and management
52.1803,Retailing and Retail Operations,Business,Business,Business administration and management
52.1804,Selling Skills and Sales Operations,Business,Business,Business administration and management
52.1899,"General Merchandising, Sales, and Related Marketing Operations, Other",Business,Business,Business administration and management
52.2101,Telecommunications Management,Business,Business,Business administration and management
52.0901,"Hospitality Administration/ Management, General",Business,Business,"Hospitality, food service and tourism management"
52.0903,Tourism and Travel Services Management,Business,Business,"Hospitality, food service and tourism management"
52.0904,Hotel/ Motel Administration/ Management,Business,Business,"Hospitality, food service and tourism management"
52.0905,Restaurant/ Food Services Management,Business,Business,"Hospitality, food service and tourism management"
52.0906,Resort Management,Business,Business,"Hospitality, food service and tourism management"
52.0907,Meeting and Event Planning,Business,Business,"Hospitality, food service and tourism management"
52.0908,Casino Management,Business,Business,"Hospitality, food service and tourism management"
52.0909,"Hotel, Motel, and Restaurant Management",Business,Business,"Hospitality, food service and tourism management"
52.0910,Brewery/ Brewpub Operations/ Management,Business,Business,"Hospitality, food service and tourism management"
52.0999,"Hospitality Administration/ Management, Other",Business,Business,"Hospitality, food service and tourism management"
52.1905,Tourism and Travel Services Marketing Operations,Business,Business,"Hospitality, food service and tourism management"
52.1906,Tourism Promotion Operations,Business,Business,"Hospitality, food service and tourism management"
52.1910,Hospitality and Recreation Marketing Operations,Business,Business,"Hospitality, food service and tourism management"
52.0601,Business/ Managerial Economics,Business,Business,Business/ managerial economics
52.1101,International Business/ Trade/ Commerce,Business,Business,International business/ trade/ commerce
30.7102,Business Analytics,Business,Business,Management information systems/ business statistics
52.1201,"Management Information Systems, General",Business,Business,Management information systems/ business statistics
52.1206,Information Resources Management,Business,Business,Management information systems/ business statistics
52.1207,Knowledge Management,Business,Business,Management information systems/ business statistics
52.1299,"Management Information Systems and Services, Other",Business,Business,Management information systems/ business statistics
52.1301,Management Science,Business,Business,Management information systems/ business statistics
52.1302,Business Statistics,Business,Business,Management information systems/ business statistics
52.1304,Actuarial Science,Business,Business,Management information systems/ business statistics
52.1399,"Management Sciences and Quantitative Methods, Other",Business,Business,Management information systems/ business statistics
52.1401,"Marketing/ Marketing Management, General",Business,Business,Marketing management and research
52.1402,Marketing Research,Business,Business,Marketing management and research
52.1403,International Marketing,Business,Business,Marketing management and research
52.1404,Digital Marketing,Business,Business,Marketing management and research
52.1499,"Marketing, Other",Business,Business,Marketing management and research
52.1907,Vehicle and Vehicle Parts and Accessories Marketing Operations,Business,Business,Marketing management and research
52.1908,Business and Personal/ Financial Services Marketing Operations,Business,Business,Marketing management and research
52.1909,Special Products Marketing Operations,Business,Business,Marketing management and research
52.1001,"Human Resources Management/ Personnel Administration, General",Business,Business,Human resources development
52.1002,Labor and Industrial Relations,Business,Business,Human resources development
52.1004,Labor Studies,Business,Business,Human resources development
52.1005,Human Resources Development,Business,Business,Human resources development
52.1006,Executive/ Career Coaching,Business,Business,Human resources development
52.1099,"Human Resources Management and Services, Other",Business,Business,Human resources development
14.3701c,Operations Research (BUSINESS),Business,Business,Operations research (business)
52.0213,Organizational Leadership,Business,Business,Organizational behavior
52.1003,Organizational Behavior Studies,Business,Business,Organizational behavior
01.0101,"Agricultural Business and Management, General",Business,Business,"Business management/ administration, general"
52.0201b,Business Management/ Administration,Business,Business,"Business management/ administration, general"
52.0701,Entrepreneurship/ Entrepreneurial Studies,Business,Business,"Business management/ administration, general"
52.0702,Franchising and Franchise Operations,Business,Business,"Business management/ administration, general"
52.2001,"Construction Management, General",Business,Business,"Business management/ administration, general"
01.0104,Farm/ Farm and Ranch Management,Business,Business,"Business management/ administration, other"
01.0105,Agricultural/ Farm Supplies Retailing and Wholesaling,Business,Business,"Business management/ administration, other"
01.0199,"Agricultural Business and Management, Other",Business,Business,"Business management/ administration, other"
01.0301,"Agricultural Production Operations, General",Business,Business,"Business management/ administration, other"
49.0104,Aviation/ Airway Management and Operations,Business,Business,"Business management/ administration, other"
50.1001,"Arts, Entertainment, and Media Management, General",Business,Business,"Business management/ administration, other"
50.1004,Theatre/ Theatre Arts Management,Business,Business,"Business management/ administration, other"
52.0211,Project Management,Business,Business,"Business management/ administration, other"
52.0214,Research Administration,Business,Business,"Business management/ administration, other"
52.0215,Risk Management,Business,Business,"Business management/ administration, other"
52.0216,Science/ Technology Management,Business,Business,"Business management/ administration, other"
52.0502,Grantsmanship,Business,Business,"Business management/ administration, other"
52.0704,Social Entrepreneurship,Business,Business,"Business management/ administration, other"
52.0799,"Entrepreneurial and Small Business Operations, Other",Business,Business,"Business management/ administration, other"
52.1501,Real Estate,Business,Business,"Business management/ administration, other"
52.1601,Taxation,Business,Business,"Business management/ administration, other"
52.1701,Insurance,Business,Business,"Business management/ administration, other"
52.1901,Auctioneering,Business,Business,"Business management/ administration, other"
52.1999,"Specialized Merchandising, Sales, and Marketing Operations, Other",Business,Business,"Business management/ administration, other"
52.2002,Construction Project Management,Business,Business,"Business management/ administration, other"
52.2099,"Construction Management, Other",Business,Business,"Business management/ administration, other"
52.9999,"Business, Management, Marketing, and Related Support Services, Other",Business,Business,"Business management/ administration, other"
13.0499b,Education and Human Resource Studies/ Development,Education,Education leadership and administration,Educational and human resource studies/ development
13.0402,Administration of Special Education,Education,Education leadership and administration,Educational administration and supervision
13.0403,Adult and Continuing Education Administration,Education,Education leadership and administration,Educational administration and supervision
13.0404,"Educational, Instructional, and Curriculum Supervision",Education,Education leadership and administration,Educational administration and supervision
13.0407,Community College Administration,Education,Education leadership and administration,Educational administration and supervision
13.0408,Elementary and Middle School Administration/ Principalship,Education,Education leadership and administration,Educational administration and supervision
13.0409,Secondary School Administration/ Principalship,Education,Education leadership and administration,Educational administration and supervision
13.0411,Superintendency and Educational System Administration,Education,Education leadership and administration,Educational administration and supervision
13.0413,Education Entrepreneurship,Education,Education leadership and administration,Educational administration and supervision
13.0414,Early Childhood Program Administration,Education,Education leadership and administration,Educational administration and supervision
13.0499,"Educational Administration and Supervision, Other",Education,Education leadership and administration,Educational administration and supervision
13.0410,Urban Education and Leadership,Education,Education leadership and administration,Urban education and leadership
13.0401,"Educational Leadership and Administration, General",Education,Education leadership and administration,Educational leadership
13.0412,International School Administration/ Leadership,Education,Education leadership and administration,Educational leadership
13.0499c,Organizational Leadership and Policy Development (Education),Education,Education leadership and administration,Educational leadership
13.0301,Curriculum and Instruction,Education,Education research,Curriculum and instruction
13.0607,Learning Sciences,Education,Education research,Learning sciences
44.0502,Education Policy Analysis,Education,Education research,Educational policy analysis
13.0501b,Educational/ Instructional Media Design,Education,Education research,Educational/ instructional media design
13.0501c,Learning/ Instructional Design and Technology,Education,Education research,Educational/ instructional media design
13.0501,Educational/ Instructional Technology,Education,Education research,Educational/ instructional technology
13.0601,Educational Evaluation and Research,Education,Education research,Educational statistics/ research methods
13.0603,Educational Statistics and Research Methods,Education,Education research,Educational statistics/ research methods
13.0604,"Educational Assessment, Testing, and Measurement",Education,Education research,Educational assessment/ testing/ measurement
13.0699,"Educational Assessment, Evaluation, and Research, Other",Education,Education research,Educational assessment/ testing/ measurement
42.2806b,Educational Psychology (EDUCATION),Education,Education research,Educational psychology (education)
42.2805b,School Psychology (EDUCATION),Education,Education research,School psychology (education)
13.0901,Social and Philosophical Foundations of Education,Education,Education research,Social/ philosophical foundations of education
13.0701,International and Comparative Education,Education,Education research,International education
13.1212,International Teaching and Learning,Education,Education research,International education
13.1001,"Special Education and Teaching, General",Education,Education research,Special education
13.1003,Education/ Teaching of Individuals with Hearing Impairments Including Deafness,Education,Education research,Special education
13.1004,Education/ Teaching of the Gifted and Talented,Education,Education research,Special education
13.1005,Education/ Teaching of Individuals with Emotional Disturbances,Education,Education research,Special education
13.1006,Education/ Teaching of Individuals with Intellectual Disabilities,Education,Education research,Special education
13.1007,Education/ Teaching of Individuals with Multiple Disabilities,Education,Education research,Special education
13.1008,Education/ Teaching of Individuals with Orthopedic and Other Physical Health Impairments,Education,Education research,Special education
13.1009,Education/ Teaching of Individuals with Vision Impairments Including Blindness,Education,Education research,Special education
13.1011,Education/ Teaching of Individuals with Specific Learning Disabilities,Education,Education research,Special education
13.1012,Education/ Teaching of Individuals with Speech or Language Impairments,Education,Education research,Special education
13.1013,Education/ Teaching of Individuals with Autism,Education,Education research,Special education
13.1014,Education/ Teaching of Individuals Who are Developmentally Delayed,Education,Education research,Special education
13.1015,Education/ Teaching of Individuals in Early Childhood Special Education Programs,Education,Education research,Special education
13.1016,Education/ Teaching of Individuals with Traumatic Brain Injuries,Education,Education research,Special education
13.1017,Education/ Teaching of Individuals in Elementary Special Education Programs,Education,Education research,Special education
13.1018,Education/ Teaching of Individuals in Junior High/ Middle School Special Education Programs,Education,Education research,Special education
13.1019,Education/ Teaching of Individuals in Secondary Special Education Programs,Education,Education research,Special education
13.1099,"Special Education and Teaching, Other",Education,Education research,Special education
13.1101,Counselor Education/ School Counseling and Guidance Services,Education,Education research,Counseling education/ counseling and guidance
13.1102,College Student Counseling and Personnel Services,Education,Education research,Counseling education/ counseling and guidance
13.1199,"Student Counseling and Personnel Services, Other",Education,Education research,Counseling education/ counseling and guidance
13.0406,Higher Education/ Higher Education Administration,Education,Education research,Higher education evaluation and research
13.0608,Institutional Research,Education,Education research,Higher education evaluation and research
13.0699b,Higher Education Evaluation and Research,Education,Education research,Higher education evaluation and research
13.1207,Montessori Teacher Education,Education,Teacher education and teaching fields,Pre-elementary/ early childhood teacher education
13.1208,Waldorf/ Steiner Teacher Education,Education,Teacher education and teaching fields,Pre-elementary/ early childhood teacher education
13.1209,Kindergarten/ Preschool Education and Teaching,Education,Teacher education and teaching fields,Pre-elementary/ early childhood teacher education
13.1210,Early Childhood Education and Teaching,Education,Teacher education and teaching fields,Pre-elementary/ early childhood teacher education
13.1202,Elementary Education and Teaching,Education,Teacher education and teaching fields,Elementary teacher education
13.1203,Junior High/ Intermediate/ Middle School Education and Teaching,Education,Teacher education and teaching fields,Secondary teacher education
13.1205,Secondary Education and Teaching,Education,Teacher education and teaching fields,Secondary teacher education
13.1201,Adult and Continuing Education and Teaching,Education,Teacher education and teaching fields,Adult and continuing teacher education
13.1502,Adult Literacy Tutor/ Instructor,Education,Teacher education and teaching fields,Adult and continuing teacher education
01.0801,Agricultural and Extension Education Services,Education,Teacher education and teaching fields,Agricultural education
13.1301,Agricultural Teacher Education,Education,Teacher education and teaching fields,Agricultural education
13.1302,Art Teacher Education,Education,Teacher education and teaching fields,Art education
13.1401,Teaching English as a Second or Foreign Language/ ESL Language Instructor,Education,Teacher education and teaching fields,English as a second or foreign language
13.1499,"Teaching English or French as a Second or Foreign Language, Other",Education,Teacher education and teaching fields,English as a second or foreign language
16.1701,English as a Second Language,Education,Teacher education and teaching fields,English as a second or foreign language
13.1305,English/ Language Arts Teacher Education,Education,Teacher education and teaching fields,English education
13.0201,Bilingual and Multilingual Education,Education,Teacher education and teaching fields,Bilingual and multilingual education
13.0299,"Bilingual, Multilingual, and Multicultural Education, Other",Education,Teacher education and teaching fields,Bilingual and multilingual education
13.1306,Foreign Language Teacher Education,Education,Teacher education and teaching fields,Foreign languages education
13.1325,French Language Teacher Education,Education,Teacher education and teaching fields,Foreign languages education
13.1326,German Language Teacher Education,Education,Teacher education and teaching fields,Foreign languages education
13.1330,Spanish Language Teacher Education,Education,Teacher education and teaching fields,Foreign languages education
13.1333,Latin Teacher Education,Education,Teacher education and teaching fields,Foreign languages education
13.1402,Teaching French as a Second or Foreign Language,Education,Teacher education and teaching fields,Foreign languages education
30.9999g,Second Language Acquisition,Education,Teacher education and teaching fields,Foreign languages education
13.1307,Health Teacher Education,Education,Teacher education and teaching fields,Health education
13.1327,Health Occupations Teacher Education,Education,Teacher education and teaching fields,Health education
51.3202,Health Professions Education,Education,Teacher education and teaching fields,Health education
51.3299,"Health Professions Education, Ethics, and Humanities, Other",Education,Teacher education and teaching fields,Health education
13.1308,Family and Consumer Sciences/ Home Economics Teacher Education,Education,Teacher education and teaching fields,Family and consumer/ human science education
13.1311,Mathematics Teacher Education,Education,Teacher education and teaching fields,Mathematics education
13.1312,Music Teacher Education,Education,Teacher education and teaching fields,Music education
51.3203,Nursing Education,Education,Teacher education and teaching fields,Nursing education
13.1314,Physical Education Teaching and Coaching,Education,Teacher education and teaching fields,Physical education and coaching
13.1315,Reading Teacher Education,Education,Teacher education and teaching fields,Literacy and reading education
13.1315b,Language and Literacy Education,Education,Teacher education and teaching fields,Literacy and reading education
13.1331,Speech Teacher Education,Education,Teacher education and teaching fields,Literacy and reading education
13.1339,Communication Arts and Literature Teacher Education,Education,Teacher education and teaching fields,Literacy and reading education
