varnumber,varname,codevalue,valuelabel,frequency,percent
35000,CIPCODE,29.0601,Military Technology and Applied Sciences Management,1,0.0
35000,CIPCODE,29.9999,"Military Technologies and Applied Sciences, Other",13,0.0
35000,CIPCODE,30.0,"Multi-/Interdisciplinary Studies, General",530,0.17
35000,CIPCODE,30.0001,Comprehensive Transition and Postsecondary (CTP) Program,12,0.0
35000,CIPCODE,30.0101,Biological and Physical Sciences,444,0.15
35000,CIPCODE,30.0501,Peace Studies and Conflict Resolution,185,0.06
35000,CIPCODE,30.0601,Systems Science and Theory,87,0.03
35000,CIPCODE,30.0801,Mathematics and Computer Science,141,0.05
35000,CIPCODE,30.1001,Biopsychology,33,0.01
35000,CIPCODE,30.1101,Gerontology,266,0.09
35000,CIPCODE,30.1201,"Historic Preservation and Conservation, General",84,0.03
35000,CIPCODE,30.1202,Cultural Resource Management and Policy Analysis,28,0.01
35000,CIPCODE,30.1299,"Historic Preservation and Conservation, Other",10,0.0
35000,CIPCODE,30.1301,Medieval and Renaissance Studies,83,0.03
35000,CIPCODE,30.1401,Museology/Museum Studies,125,0.04
35000,CIPCODE,30.1501,"Science, Technology and Society",120,0.04
35000,CIPCODE,30.1601,Accounting and Computer Science,13,0.0
35000,CIPCODE,30.1701,Behavioral Sciences,194,0.06
35000,CIPCODE,30.1801,Natural Sciences,177,0.06
35000,CIPCODE,30.1901,Nutrition Sciences,342,0.11
35000,CIPCODE,30.2001,International/Globalization Studies,647,0.21
35000,CIPCODE,30.2101,Holocaust and Related Studies,18,0.01
35000,CIPCODE,30.2201,Ancient Studies/Civilization,65,0.02
35000,CIPCODE,30.2202,"Classical, Ancient Mediterranean, and Near Eastern Studies and Archaeology",66,0.02
35000,CIPCODE,30.2301,Intercultural/Multicultural and Diversity Studies,156,0.05
35000,CIPCODE,30.2501,"Cognitive Science, General",140,0.05
35000,CIPCODE,30.2502,Contemplative Studies/Inquiry,3,0.0
35000,CIPCODE,30.2601,Cultural Studies/Critical Theory and Analysis,81,0.03
35000,CIPCODE,30.2701,Human Biology,58,0.02
35000,CIPCODE,30.2801,Dispute Resolution,56,0.02
35000,CIPCODE,30.2901,Maritime Studies,11,0.0
35000,CIPCODE,30.3001,Computational Science,160,0.05
35000,CIPCODE,30.3101,Human Computer Interaction,89,0.03
35000,CIPCODE,30.3201,Marine Sciences,57,0.02
35000,CIPCODE,30.3301,Sustainability Studies,394,0.13
35000,CIPCODE,30.3401,Anthrozoology,5,0.0
35000,CIPCODE,30.3501,Climate Science,8,0.0
35000,CIPCODE,30.3601,Cultural Studies and Comparative Literature,5,0.0
35000,CIPCODE,30.3801,Earth Systems Science,9,0.0
35000,CIPCODE,30.3901,Economics and Computer Science,9,0.0
35000,CIPCODE,30.4001,Economics and Foreign Language/Literature,2,0.0
35000,CIPCODE,30.4101,Environmental Geosciences,18,0.01
35000,CIPCODE,30.4201,Geoarcheaology,1,0.0
35000,CIPCODE,30.4301,Geobiology,1,0.0
35000,CIPCODE,30.4401,Geography and Environmental Studies,96,0.03
35000,CIPCODE,30.4501,History and Language/Literature,3,0.0
35000,CIPCODE,30.4601,History and Political Science,19,0.01
35000,CIPCODE,30.4701,Linguistics and Anthropology,5,0.0
35000,CIPCODE,30.4801,Linguistics and Computer Science,2,0.0
35000,CIPCODE,30.4901,Mathematical Economics,12,0.0
35000,CIPCODE,30.5101,"Philosophy, Politics, and Economics",21,0.01
35000,CIPCODE,30.5201,"Digital Humanities and Textual Studies, General",1,0.0
35000,CIPCODE,30.5202,Digital Humanities,21,0.01
35000,CIPCODE,30.5203,Textual Studies,1,0.0
35000,CIPCODE,30.5299,"Digital Humanities and Textual Studies, Other",1,0.0
35000,CIPCODE,30.5301,Thanatology,5,0.0
35000,CIPCODE,30.7001,"Data Science, General",360,0.12
35000,CIPCODE,30.7099,"Data Science, Other",12,0.0
35000,CIPCODE,30.7101,"Data Analytics, General",161,0.05
35000,CIPCODE,30.7102,Business Analytics,248,0.08
35000,CIPCODE,30.7103,Data Visualization,6,0.0
35000,CIPCODE,30.7104,Financial Analytics,35,0.01
35000,CIPCODE,30.7199,"Data Analytics, Other",12,0.0
35000,CIPCODE,30.9999,"Multi-/Interdisciplinary Studies, Other",1293,0.43
35000,CIPCODE,31.0101,"Parks, Recreation, and Leisure Studies",214,0.07
35000,CIPCODE,31.0301,"Parks, Recreation, and Leisure Facilities Management, General",224,0.07
35000,CIPCODE,31.0302,Golf Course Operation and Grounds Management,24,0.01
35000,CIPCODE,31.0399,"Parks, Recreation, and Leisure Facilities Management, Other",3,0.0
35000,CIPCODE,31.0501,"Sports, Kinesiology, and Physical Education/Fitness, General",662,0.22
35000,CIPCODE,31.0504,Sport and Fitness Administration/Management,1103,0.36
35000,CIPCODE,31.0505,Exercise Science and Kinesiology,1212,0.4
35000,CIPCODE,31.0507,Physical Fitness Technician,210,0.07
35000,CIPCODE,31.0508,Sports Studies,74,0.02
35000,CIPCODE,31.0599,"Sports, Kinesiology, and Physical Education/Fitness, Other",124,0.04
35000,CIPCODE,31.0601,Outdoor Education,64,0.02
35000,CIPCODE,31.9999,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other",36,0.01
35000,CIPCODE,38.0001,"Philosophy and Religious Studies, General",93,0.03
35000,CIPCODE,38.0101,Philosophy,1607,0.53
35000,CIPCODE,38.0102,Logic,10,0.0
35000,CIPCODE,38.0103,Ethics,43,0.01
35000,CIPCODE,38.0104,Applied and Professional Ethics,53,0.02
35000,CIPCODE,38.0199,"Philosophy, Other",42,0.01
35000,CIPCODE,38.0201,Religion/Religious Studies,985,0.32
35000,CIPCODE,38.0202,Buddhist Studies,5,0.0
35000,CIPCODE,38.0203,Christian Studies,148,0.05
35000,CIPCODE,38.0205,Islamic Studies,29,0.01
35000,CIPCODE,38.0206,Jewish/Judaic Studies,138,0.05
35000,CIPCODE,38.0207,Talmudic Studies,138,0.05
35000,CIPCODE,38.0208,Catholic Studies,11,0.0
35000,CIPCODE,38.0299,"Religion/Religious Studies, Other",40,0.01
35000,CIPCODE,38.9999,"Philosophy and Religious Studies, Other",71,0.02
35000,CIPCODE,39.0201,Bible/Biblical Studies,548,0.18
35000,CIPCODE,39.0301,Missions/Missionary Studies,227,0.07
35000,CIPCODE,39.0302,Church Planting,8,0.0
35000,CIPCODE,39.0399,"Missions/Missionary Studies and Missiology, Other",4,0.0
35000,CIPCODE,39.0401,Religious Education,215,0.07
35000,CIPCODE,39.0501,Religious/Sacred Music,191,0.06
35000,CIPCODE,39.0502,Worship Ministry,41,0.01
35000,CIPCODE,39.0599,"Religious Music and Worship, Other",5,0.0
35000,CIPCODE,39.0601,Theology/Theological Studies,644,0.21
35000,CIPCODE,39.0602,Divinity/Ministry,434,0.14
35000,CIPCODE,39.0604,Pre-Theology/Pre-Ministerial Studies,50,0.02
35000,CIPCODE,39.0605,Rabbinical Studies,18,0.01
35000,CIPCODE,39.0699,"Theological and Ministerial Studies, Other",242,0.08
35000,CIPCODE,39.0701,Pastoral Studies/Counseling,237,0.08
35000,CIPCODE,39.0702,Youth Ministry,126,0.04
35000,CIPCODE,39.0703,Urban Ministry,24,0.01
35000,CIPCODE,39.0704,Women's Ministry,18,0.01
35000,CIPCODE,39.0705,Lay Ministry,105,0.03
35000,CIPCODE,39.0706,Chaplain/Chaplaincy Studies,18,0.01
35000,CIPCODE,39.0799,"Pastoral Counseling and Specialized Ministries, Other",124,0.04
35000,CIPCODE,39.0801,Religious Institution Administration and Management,7,0.0
35000,CIPCODE,39.9999,"Theology and Religious Vocations, Other",178,0.06
35000,CIPCODE,40.0101,"Physical Sciences, General",232,0.08
35000,CIPCODE,40.0201,Astronomy,197,0.06
35000,CIPCODE,40.0202,Astrophysics,80,0.03
35000,CIPCODE,40.0203,Planetary Astronomy and Science,27,0.01
35000,CIPCODE,40.0299,"Astronomy and Astrophysics, Other",25,0.01
35000,CIPCODE,40.0401,"Atmospheric Sciences and Meteorology, General",151,0.05
35000,CIPCODE,40.0402,Atmospheric Chemistry and Climatology,7,0.0
35000,CIPCODE,40.0403,Atmospheric Physics and Dynamics,2,0.0
35000,CIPCODE,40.0404,Meteorology,50,0.02
35000,CIPCODE,40.0499,"Atmospheric Sciences and Meteorology, Other",14,0.0
35000,CIPCODE,40.0501,"Chemistry, General",2212,0.73
35000,CIPCODE,40.0502,Analytical Chemistry,16,0.01
35000,CIPCODE,40.0503,Inorganic Chemistry,2,0.0
35000,CIPCODE,40.0504,Organic Chemistry,7,0.0
35000,CIPCODE,40.0506,Physical Chemistry,5,0.0
35000,CIPCODE,40.0507,Polymer Chemistry,18,0.01
35000,CIPCODE,40.0508,Chemical Physics,30,0.01
35000,CIPCODE,40.0509,Environmental Chemistry,20,0.01
35000,CIPCODE,40.051,Forensic Chemistry,49,0.02
35000,CIPCODE,40.0511,Theoretical Chemistry,3,0.0
35000,CIPCODE,40.0512,Cheminformatics/Chemistry Informatics,1,0.0
35000,CIPCODE,40.0599,"Chemistry, Other",108,0.04
35000,CIPCODE,40.0601,"Geology/Earth Science, General",955,0.31
35000,CIPCODE,40.0602,Geochemistry,22,0.01
35000,CIPCODE,40.0603,Geophysics and Seismology,86,0.03
35000,CIPCODE,40.0604,Paleontology,5,0.0
35000,CIPCODE,40.0605,Hydrology and Water Resources Science,74,0.02
35000,CIPCODE,40.0607,"Oceanography, Chemical and Physical",79,0.03
35000,CIPCODE,40.0699,"Geological and Earth Sciences/Geosciences, Other",166,0.05
35000,CIPCODE,40.0801,"Physics, General",1598,0.53
35000,CIPCODE,40.0802,Atomic/Molecular Physics,9,0.0
35000,CIPCODE,40.0804,Elementary Particle Physics,3,0.0
35000,CIPCODE,40.0806,Nuclear Physics,3,0.0
35000,CIPCODE,40.0807,Optics/Optical Sciences,37,0.01
35000,CIPCODE,40.0808,Condensed Matter and Materials Physics,3,0.0
35000,CIPCODE,40.0809,Acoustics,10,0.0
35000,CIPCODE,40.081,Theoretical and Mathematical Physics,12,0.0
35000,CIPCODE,40.0899,"Physics, Other",103,0.03
35000,CIPCODE,40.1001,Materials Science,101,0.03
35000,CIPCODE,40.1002,Materials Chemistry,8,0.0
35000,CIPCODE,40.1099,"Materials Sciences, Other",11,0.0
35000,CIPCODE,40.1101,Physics and Astronomy,6,0.0
35000,CIPCODE,40.9999,"Physical Sciences, Other",65,0.02
35000,CIPCODE,41.0,"Science Technologies/Technicians, General",25,0.01
35000,CIPCODE,41.0101,Biology/Biotechnology Technology/Technician,165,0.05
35000,CIPCODE,41.0204,Industrial Radiologic Technology/Technician,18,0.01
35000,CIPCODE,41.0205,Nuclear/Nuclear Power Technology/Technician,14,0.0
35000,CIPCODE,41.0299,"Nuclear and Industrial Radiologic Technologies/Technicians, Other",3,0.0
35000,CIPCODE,41.0301,Chemical Technology/Technician,132,0.04
35000,CIPCODE,41.0303,Chemical Process Technology,17,0.01
35000,CIPCODE,41.0399,"Physical Science Technologies/Technicians, Other",1,0.0
35000,CIPCODE,41.9999,"Science Technologies/Technicians, Other",102,0.03
35000,CIPCODE,42.0101,"Psychology, General",2902,0.96
35000,CIPCODE,42.2701,Cognitive Psychology and Psycholinguistics,52,0.02
35000,CIPCODE,42.2702,Comparative Psychology,2,0.0
35000,CIPCODE,42.2703,Developmental and Child Psychology,112,0.04
35000,CIPCODE,42.2704,Experimental Psychology,154,0.05
35000,CIPCODE,42.2705,Personality Psychology,5,0.0
35000,CIPCODE,42.2706,Behavioral Neuroscience,60,0.02
35000,CIPCODE,42.2707,Social Psychology,54,0.02
35000,CIPCODE,42.2708,Psychometrics and Quantitative Psychology,23,0.01
35000,CIPCODE,42.2709,Psychopharmacology,5,0.0
35000,CIPCODE,42.2799,"Research and Experimental Psychology, Other",295,0.1
35000,CIPCODE,42.2801,Clinical Psychology,348,0.11
35000,CIPCODE,42.2802,Community Psychology,58,0.02
35000,CIPCODE,42.2803,Counseling Psychology,452,0.15
35000,CIPCODE,42.2804,Industrial and Organizational Psychology,205,0.07
35000,CIPCODE,42.2805,School Psychology,356,0.12
35000,CIPCODE,42.2806,Educational Psychology,192,0.06
35000,CIPCODE,42.2807,Clinical Child Psychology,22,0.01
35000,CIPCODE,42.2808,Environmental Psychology,6,0.0
35000,CIPCODE,42.2809,Geropsychology,4,0.0
35000,CIPCODE,42.281,Health/Medical Psychology,40,0.01
35000,CIPCODE,42.2811,Family Psychology,13,0.0
35000,CIPCODE,42.2812,Forensic Psychology,98,0.03
35000,CIPCODE,42.2813,Applied Psychology,142,0.05
35000,CIPCODE,42.2814,Applied Behavior Analysis,255,0.08
35000,CIPCODE,42.2815,Performance and Sport Psychology,22,0.01
35000,CIPCODE,42.2817,Transpersonal/Spiritual Psychology,4,0.0
35000,CIPCODE,42.2899,"Clinical, Counseling and Applied Psychology, Other",71,0.02
35000,CIPCODE,42.9999,"Psychology, Other",150,0.05
35000,CIPCODE,43.01,"Criminal Justice and Corrections, General",85,0.03
35000,CIPCODE,43.0102,Corrections,342,0.11
35000,CIPCODE,43.0103,Criminal Justice/Law Enforcement Administration,1248,0.41
35000,CIPCODE,43.0104,Criminal Justice/Safety Studies,1590,0.52
35000,CIPCODE,43.0107,Criminal Justice/Police Science,1087,0.36
35000,CIPCODE,43.0109,Security and Loss Prevention Services,55,0.02
35000,CIPCODE,43.011,Juvenile Corrections,31,0.01
35000,CIPCODE,43.0112,Securities Services Administration/Management,69,0.02
35000,CIPCODE,43.0113,Corrections Administration,20,0.01
35000,CIPCODE,43.0114,Law Enforcement Investigation and Interviewing,22,0.01
35000,CIPCODE,43.0119,Critical Incident Response/Special Police Operations,3,0.0
35000,CIPCODE,43.012,Protective Services Operations,11,0.0
35000,CIPCODE,43.0199,"Corrections and Criminal Justice, Other",174,0.06
35000,CIPCODE,43.0201,Fire Prevention and Safety Technology/Technician,322,0.11
35000,CIPCODE,43.0202,Fire Services Administration,134,0.04
35000,CIPCODE,43.0203,Fire Science/Fire-fighting,569,0.19
35000,CIPCODE,43.0204,Fire Systems Technology,14,0.0
35000,CIPCODE,43.0205,Fire/Arson Investigation and Prevention,12,0.0
35000,CIPCODE,43.0206,Wildland/Forest Firefighting and Investigation,29,0.01
35000,CIPCODE,43.0299,"Fire Protection, Other",16,0.01
35000,CIPCODE,43.0301,Homeland Security,210,0.07
35000,CIPCODE,43.0302,Crisis/Emergency/Disaster Management,300,0.1
35000,CIPCODE,43.0303,Critical Infrastructure Protection,59,0.02
35000,CIPCODE,43.0304,Terrorism and Counterterrorism Operations,23,0.01
35000,CIPCODE,43.0399,"Homeland Security, Other",28,0.01
35000,CIPCODE,43.0401,"Security Science and Technology, General",3,0.0
35000,CIPCODE,43.0402,Criminalistics and Criminal Science,50,0.02
35000,CIPCODE,43.0403,Cyber/Computer Forensics and Counterterrorism,211,0.07
35000,CIPCODE,43.0404,Cybersecurity Defense Strategy/Policy,84,0.03
35000,CIPCODE,43.0405,Financial Forensics and Fraud Investigation,66,0.02
35000,CIPCODE,43.0406,Forensic Science and Technology,406,0.13
35000,CIPCODE,43.0407,Geospatial Intelligence,10,0.0
35000,CIPCODE,43.0408,Law Enforcement Intelligence Analysis,23,0.01
35000,CIPCODE,43.0499,"Security Science and Technology, Other",1,0.0
35000,CIPCODE,43.9999,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other",141,0.05
35000,CIPCODE,44.0,"Human Services, General",744,0.25
35000,CIPCODE,44.0201,Community Organization and Advocacy,214,0.07
35000,CIPCODE,44.0401,Public Administration,825,0.27
35000,CIPCODE,44.0402,Public Works Management,1,0.0
35000,CIPCODE,44.0403,Transportation and Infrastructure Planning/Studies,3,0.0
35000,CIPCODE,44.0499,"Public Administration, Other",3,0.0
35000,CIPCODE,44.0501,"Public Policy Analysis, General",349,0.12
35000,CIPCODE,44.0502,Education Policy Analysis,20,0.01
35000,CIPCODE,44.0503,Health Policy Analysis,47,0.02
35000,CIPCODE,44.0504,International Policy Analysis,37,0.01
35000,CIPCODE,44.0599,"Public Policy Analysis, Other",19,0.01
35000,CIPCODE,44.0701,Social Work,1381,0.46
35000,CIPCODE,44.0702,Youth Services/Administration,47,0.02
35000,CIPCODE,44.0703,Forensic Social Work,2,0.0
35000,CIPCODE,44.0799,"Social Work, Other",62,0.02
35000,CIPCODE,44.9999,"Public Administration and Social Service Professions, Other",122,0.04
35000,CIPCODE,45.0101,"Social Sciences, General",598,0.2
35000,CIPCODE,45.0102,Research Methodology and Quantitative Methods,84,0.03
35000,CIPCODE,45.0103,Survey Research/Methodology,1,0.0
35000,CIPCODE,45.0201,"Anthropology, General",1100,0.36
35000,CIPCODE,45.0202,Physical and Biological Anthropology,17,0.01
35000,CIPCODE,45.0203,Medical Anthropology,30,0.01
35000,CIPCODE,45.0204,Cultural Anthropology,23,0.01
35000,CIPCODE,45.0205,Forensic Anthropology,7,0.0
35000,CIPCODE,45.0299,"Anthropology, Other",43,0.01
35000,CIPCODE,45.0301,Archeology,123,0.04
35000,CIPCODE,45.0401,Criminology,423,0.14
35000,CIPCODE,45.0501,Demography and Population Studies,25,0.01
35000,CIPCODE,45.0502,Applied Demography,2,0.0
35000,CIPCODE,45.0601,"Economics, General",1361,0.45
35000,CIPCODE,45.0602,Applied Economics,73,0.02
35000,CIPCODE,45.0603,Econometrics and Quantitative Economics,646,0.21
35000,CIPCODE,45.0604,Development Economics and International Development,79,0.03
35000,CIPCODE,45.0605,International Economics,48,0.02
35000,CIPCODE,45.0699,"Economics, Other",68,0.02
35000,CIPCODE,45.0701,Geography,688,0.23
35000,CIPCODE,45.0702,Geographic Information Science and Cartography,540,0.18
35000,CIPCODE,45.0799,"Geography, Other",53,0.02
35000,CIPCODE,45.0901,International Relations and Affairs,690,0.23
35000,CIPCODE,45.0902,National Security Policy Studies,61,0.02
35000,CIPCODE,45.0999,"International Relations and National Security Studies, Other",41,0.01
35000,CIPCODE,45.1001,"Political Science and Government, General",2236,0.74
35000,CIPCODE,45.1002,American Government and Politics (United States),50,0.02
35000,CIPCODE,45.1004,Political Economy,40,0.01
35000,CIPCODE,45.1099,"Political Science and Government, Other",105,0.03
35000,CIPCODE,45.1101,"Sociology, General",2065,0.68
35000,CIPCODE,45.1102,Applied/Public Sociology,14,0.0
35000,CIPCODE,45.1103,Rural Sociology,6,0.0
35000,CIPCODE,45.1201,Urban Studies/Affairs,206,0.07
35000,CIPCODE,45.1301,Sociology and Anthropology,87,0.03
35000,CIPCODE,45.9999,"Social Sciences, Other",212,0.07
35000,CIPCODE,46.0,"Construction Trades, General",177,0.06
35000,CIPCODE,46.0101,Mason/Masonry,68,0.02
35000,CIPCODE,46.0201,Carpentry/Carpenter,428,0.14
35000,CIPCODE,46.0301,"Electrical and Power Transmission Installation/Installer, General",147,0.05
35000,CIPCODE,46.0302,Electrician,878,0.29
35000,CIPCODE,46.0303,Lineworker,117,0.04
35000,CIPCODE,46.0399,"Electrical and Power Transmission Installers, Other",34,0.01
35000,CIPCODE,46.0401,Building/Property Maintenance,187,0.06
35000,CIPCODE,46.0402,Concrete Finishing/Concrete Finisher,10,0.0
35000,CIPCODE,46.0403,Building/Home/Construction Inspection/Inspector,75,0.02
35000,CIPCODE,46.0404,Drywall Installation/Drywaller,13,0.0
35000,CIPCODE,46.0406,Glazier,8,0.0
35000,CIPCODE,46.0408,Painting/Painter and Wall Coverer,15,0.0
35000,CIPCODE,46.041,Roofer,4,0.0
35000,CIPCODE,46.0411,Metal Building Assembly/Assembler,1,0.0
35000,CIPCODE,46.0412,Building/Construction Site Management/Manager,131,0.04
35000,CIPCODE,46.0413,"Carpet, Floor, and Tile Worker",5,0.0
35000,CIPCODE,46.0414,Insulator,4,0.0
35000,CIPCODE,46.0415,Building Construction Technology/Technician,249,0.08
35000,CIPCODE,46.0499,"Building/Construction Finishing, Management, and Inspection, Other",92,0.03
35000,CIPCODE,46.0502,Pipefitting/Pipefitter and Sprinkler Fitter,67,0.02
35000,CIPCODE,46.0503,Plumbing Technology/Plumber,236,0.08
35000,CIPCODE,46.0504,Well Drilling/Driller,1,0.0
35000,CIPCODE,46.0505,Blasting/Blaster,2,0.0
35000,CIPCODE,46.0599,"Plumbing and Related Water Supply Services, Other",11,0.0
35000,CIPCODE,46.9999,"Construction Trades, Other",48,0.02
35000,CIPCODE,47.0,"Mechanics and Repairers, General",22,0.01
35000,CIPCODE,47.0101,"Electrical/Electronics Equipment Installation and Repair Technology/Technician, General",246,0.08
35000,CIPCODE,47.0103,Communications Systems Installation and Repair Technology/Technician,45,0.01
35000,CIPCODE,47.0104,Computer Installation and Repair Technology/Technician,190,0.06
35000,CIPCODE,47.0105,Industrial Electronics Technology/Technician,214,0.07
35000,CIPCODE,47.0106,Appliance Installation and Repair Technology/Technician,22,0.01
35000,CIPCODE,47.011,"Security System Installation, Repair, and Inspection Technology/Technician",4,0.0
35000,CIPCODE,47.0199,"Electrical/Electronics Maintenance and Repair Technologies/Technicians, Other",34,0.01
35000,CIPCODE,47.0201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",1118,0.37
35000,CIPCODE,47.0302,Heavy Equipment Maintenance Technology/Technician,112,0.04
35000,CIPCODE,47.0303,Industrial Mechanics and Maintenance Technology/Technician,644,0.21
35000,CIPCODE,47.0399,"Heavy/Industrial Equipment Maintenance Technologies/Technicians, Other",17,0.01
35000,CIPCODE,47.0402,Gunsmithing/Gunsmith,35,0.01
35000,CIPCODE,47.0403,Locksmithing and Safe Repair,3,0.0
35000,CIPCODE,47.0404,Musical Instrument Fabrication and Repair,17,0.01
35000,CIPCODE,47.0408,Watchmaking and Jewelrymaking,10,0.0
35000,CIPCODE,47.0409,Parts and Warehousing Operations and Maintenance Technology/Technician,1,0.0
35000,CIPCODE,47.0499,"Precision Systems Maintenance and Repair Technologies/Technicians, Other",11,0.0
35000,CIPCODE,47.06,"Vehicle Maintenance and Repair Technology/Technician, General",43,0.01
35000,CIPCODE,47.0603,Autobody/Collision and Repair Technology/Technician,622,0.21
35000,CIPCODE,47.0604,Automobile/Automotive Mechanics Technology/Technician,1755,0.58
35000,CIPCODE,47.0605,Diesel Mechanics Technology/Technician,578,0.19
35000,CIPCODE,47.0606,Small Engine Mechanics and Repair Technology/Technician,56,0.02
35000,CIPCODE,47.0607,Airframe Mechanics and Aircraft Maintenance Technology/Technician,285,0.09
35000,CIPCODE,47.0608,Aircraft Powerplant Technology/Technician,195,0.06
35000,CIPCODE,47.0609,Avionics Maintenance Technology/Technician,74,0.02
35000,CIPCODE,47.061,Bicycle Mechanics and Repair Technology/Technician,2,0.0
35000,CIPCODE,47.0611,Motorcycle Maintenance and Repair Technology/Technician,55,0.02
35000,CIPCODE,47.0613,Medium/Heavy Vehicle and Truck Technology/Technician,161,0.05
35000,CIPCODE,47.0614,Alternative Fuel Vehicle Technology/Technician,46,0.02
35000,CIPCODE,47.0615,Engine Machinist,4,0.0
35000,CIPCODE,47.0616,Marine Maintenance/Fitter and Ship Repair Technology/Technician,78,0.03
35000,CIPCODE,47.0617,High Performance and Custom Engine Technician/Mechanic,26,0.01
35000,CIPCODE,47.0618,Recreation Vehicle (RV) Service Technician,1,0.0
35000,CIPCODE,47.0699,"Vehicle Maintenance and Repair Technologies/Technicians, Other",33,0.01
35000,CIPCODE,47.0701,Energy Systems Installation and Repair Technology/Technician,8,0.0
35000,CIPCODE,47.0703,Solar Energy System Installation and Repair Technology/Technician,4,0.0
35000,CIPCODE,47.0704,Wind Energy System Installation and Repair Technology/Technician,6,0.0
35000,CIPCODE,47.9999,"Mechanic and Repair Technologies/Technicians, Other",62,0.02
35000,CIPCODE,48.0,"Precision Production Trades, General",11,0.0
35000,CIPCODE,48.0303,Upholstery/Upholsterer,11,0.0
35000,CIPCODE,48.0501,Machine Tool Technology/Machinist,553,0.18
35000,CIPCODE,48.0503,Machine Shop Technology/Assistant,255,0.08
35000,CIPCODE,48.0506,Sheet Metal Technology/Sheetworking,60,0.02
35000,CIPCODE,48.0507,Tool and Die Technology/Technician,84,0.03
35000,CIPCODE,48.0508,Welding Technology/Welder,1868,0.62
35000,CIPCODE,48.0509,Ironworking/Ironworker,14,0.0
35000,CIPCODE,48.051,Computer Numerically Controlled (CNC) Machinist Technology/CNC Machinist,318,0.1
35000,CIPCODE,48.0511,Metal Fabricator,35,0.01
35000,CIPCODE,48.0599,"Precision Metal Working, Other",41,0.01
35000,CIPCODE,48.0701,"Woodworking, General",17,0.01
35000,CIPCODE,48.0702,Furniture Design and Manufacturing,16,0.01
35000,CIPCODE,48.0703,Cabinetmaking and Millwork,85,0.03
35000,CIPCODE,48.0704,Wooden Boatbuilding Technology/Technician,3,0.0
35000,CIPCODE,48.0799,"Woodworking, Other",4,0.0
35000,CIPCODE,48.0801,Boilermaking/Boilermaker,6,0.0
35000,CIPCODE,48.9999,"Precision Production, Other",23,0.01
35000,CIPCODE,49.0101,"Aeronautics/Aviation/Aerospace Science and Technology, General",162,0.05
35000,CIPCODE,49.0102,Airline/Commercial/Professional Pilot and Flight Crew,201,0.07
35000,CIPCODE,49.0104,Aviation/Airway Management and Operations,150,0.05
35000,CIPCODE,49.0105,Air Traffic Controller,31,0.01
35000,CIPCODE,49.0106,Airline Flight Attendant,9,0.0
35000,CIPCODE,49.0108,Flight Instructor,15,0.0
35000,CIPCODE,49.0109,Remote Aircraft Pilot,26,0.01
35000,CIPCODE,49.0199,"Air Transportation, Other",31,0.01
35000,CIPCODE,49.0202,Construction/Heavy Equipment/Earthmoving Equipment Operation,93,0.03
35000,CIPCODE,49.0205,Truck and Bus Driver/Commercial Vehicle Operator and Instructor,286,0.09
35000,CIPCODE,49.0208,Railroad and Railway Transportation,7,0.0
35000,CIPCODE,49.0209,Forklift Operation/Operator,2,0.0
35000,CIPCODE,49.0299,"Ground Transportation, Other",17,0.01
35000,CIPCODE,49.0304,"Diver, Professional and Instructor",13,0.0
35000,CIPCODE,49.0309,Marine Science/Merchant Marine Officer,16,0.01
35000,CIPCODE,49.0399,"Marine Transportation, Other",17,0.01
35000,CIPCODE,49.9999,"Transportation and Materials Moving, Other",9,0.0
35000,CIPCODE,50.0101,"Visual and Performing Arts, General",442,0.15
35000,CIPCODE,50.0102,Digital Arts,289,0.1
35000,CIPCODE,50.0201,"Crafts/Craft Design, Folk Art and Artisanry",32,0.01
35000,CIPCODE,50.0301,"Dance, General",540,0.18
35000,CIPCODE,50.0302,Ballet,7,0.0
35000,CIPCODE,50.0399,"Dance, Other",37,0.01
35000,CIPCODE,50.0401,"Design and Visual Communications, General",456,0.15
35000,CIPCODE,50.0402,Commercial and Advertising Art,373,0.12
35000,CIPCODE,50.0404,Industrial and Product Design,111,0.04
35000,CIPCODE,50.0406,Commercial Photography,141,0.05
35000,CIPCODE,50.0407,Fashion/Apparel Design,225,0.07
35000,CIPCODE,50.0408,Interior Design,453,0.15
35000,CIPCODE,50.0409,Graphic Design,896,0.3
35000,CIPCODE,50.041,Illustration,111,0.04
35000,CIPCODE,50.0411,Game and Interactive Media Design,273,0.09
35000,CIPCODE,50.0499,"Design and Applied Arts, Other",130,0.04
35000,CIPCODE,50.0501,"Drama and Dramatics/Theatre Arts, General",1480,0.49
35000,CIPCODE,50.0502,Technical Theatre/Theatre Design and Technology,293,0.1
35000,CIPCODE,50.0504,Playwriting and Screenwriting,94,0.03
35000,CIPCODE,50.0505,"Theatre Literature, History and Criticism",28,0.01
35000,CIPCODE,50.0506,Acting,175,0.06
35000,CIPCODE,50.0507,Directing and Theatrical Production,83,0.03
35000,CIPCODE,50.0509,Musical Theatre,176,0.06
35000,CIPCODE,50.051,Costume Design,24,0.01
35000,CIPCODE,50.0511,Comedy Writing and Performance,2,0.0
35000,CIPCODE,50.0512,Theatre and Dance,17,0.01
